slug,filters,blocks,description,simd_aligned,params,fp32_acc_pct,fp32_size_kb,ptq_acc_pct,ptq_size_kb,qat_acc_pct,qat_size_kb,int8_acc_pct,int8_size_kb,quant,train_date_utc,updated_utc,_source
f72_b8,72,8,patch f72 b8,True,55308,95.71497351949928,414.2646484375,95.59460760712564,92.90625,,,,,,2026-05-18T20:08:18+00:00,2026-05-18T20:08:39.310436+00:00,p2
f80_b2,80,2,patch f80 b2,True,20012,94.07799711121812,151.2431640625,93.95763119884448,33.265625,,,,,,2026-05-18T20:07:57+00:00,2026-05-18T20:08:11.240238+00:00,p4
f80_b3,80,3,patch f80 b3,True,27772,94.63168030813674,202.865234375,94.43909484833895,45.5703125,,,,,,2026-05-18T20:11:10+00:00,2026-05-18T20:11:27.206879+00:00,p1
f80_b4,80,4,s-mid depth=4,True,35532,95.04092441020704,253.8076171875,94.99277804525758,57.875,95.04092441020704,58.5234375,,,,2026-05-17T10:25:48+00:00,2026-05-17T10:31:22.020372+00:00,"orig,p3"
f80_b5,80,5,s-mid depth=5,True,43292,95.04092441020704,304.4296875,95.08907077515649,70.1796875,95.16129032258064,71.015625,,,,2026-05-17T10:38:36+00:00,2026-05-17T10:44:52.388640+00:00,"orig,p3"
f80_b6,80,6,s-mid depth=6,True,51052,95.20943668753009,355.7392578125,95.45016851227732,82.484375,95.13721714010592,83.5078125,,,,2026-05-17T10:53:11+00:00,2026-05-17T11:00:41.003137+00:00,"orig,p3"
f80_b7,80,7,patch f80 b7,True,58812,95.23350987000482,407.322265625,95.1131439576312,94.7890625,,,,,,2026-05-18T20:03:49+00:00,2026-05-18T20:04:08.948614+00:00,p3
f80_b8,80,8,patch f80 b8,True,66572,95.8353394318729,458.2646484375,95.57053442465094,107.09375,,,,,,2026-05-18T20:12:59+00:00,2026-05-18T20:13:19.156834+00:00,p2
f88_b2,88,2,patch f88 b2,True,23420,94.31872893596534,164.5556640625,94.2946557534906,37.53125,,,,,,2026-05-18T20:07:45+00:00,2026-05-18T20:07:59.890358+00:00,p3
f88_b3,88,3,patch f88 b3,True,32660,94.99277804525758,221.958984375,95.0168512277323,51.65625,,,,,,2026-05-18T20:11:47+00:00,2026-05-18T20:12:02.687764+00:00,p3
f88_b4,88,4,mmid depth=4,True,41900,94.99277804525758,278.6826171875,94.77611940298507,65.78125,94.89648531535867,66.4296875,,,,2026-05-17T11:35:22+00:00,2026-05-17T11:39:08.512120+00:00,"orig,p1"
f88_b5,88,5,mmid depth=5,True,51140,95.49831487722676,335.0859375,95.18536350505536,79.90625,94.99277804525758,80.7421875,,,,2026-05-17T11:43:37+00:00,2026-05-17T11:47:56.165293+00:00,"orig,p1"
f88_b6,88,6,mmid depth=6,True,60380,95.66682715454982,392.1767578125,95.66682715454982,94.03125,95.59460760712564,95.0546875,,,,2026-05-17T11:52:36+00:00,2026-05-17T11:57:11.041839+00:00,"orig,p1"
f88_b7,88,7,patch f88 b7,True,69620,95.57053442465094,449.541015625,95.35387578237842,108.15625,,,,,,2026-05-18T20:16:20+00:00,2026-05-18T20:16:41.383221+00:00,p3
f88_b8,88,8,patch f88 b8,True,78860,95.32980259990372,506.2646484375,95.52238805970148,122.28125,,,,,,2026-05-18T20:16:28+00:00,2026-05-18T20:16:48.423531+00:00,p1
f96_b2,96,2,patch f96 b2,True,27084,94.36687530091476,178.8681640625,94.19836302359172,42.046875,,,,,,2026-05-18T20:16:47+00:00,2026-05-18T20:17:01.810442+00:00,p2
f96_b3,96,3,mid depth=3,True,37932,95.0168512277323,242.552734375,94.87241213288397,58.1171875,94.63168030813674,58.578125,,,,2026-05-17T11:07:41+00:00,2026-05-17T11:12:34.126884+00:00,"orig,p3"
f96_b4,96,4,mid depth=4,True,48780,95.04092441020704,305.5576171875,94.8001925854598,74.1875,95.23350987000482,74.8359375,,,,2026-05-17T13:02:37+00:00,2026-05-17T13:06:21.967982+00:00,"orig,p1"
f96_b5,96,5,mid depth=5,True,59628,95.37794896485316,368.2421875,95.32980259990372,90.2578125,95.25758305247952,91.09375,,,,2026-05-17T13:10:36+00:00,2026-05-17T13:14:46.234343+00:00,"orig,p1"
f96_b6,96,6,"small-mid, aligned",True,70476,95.47424169475204,431.6142578125,95.49831487722676,107.3671875,95.20943668753009,107.5703125,95.49831487722676,107.3671875,ptq,2026-05-16T11:58:40+00:00,,"orig,p3,p4"
f96_b7,96,7,patch f96 b7,True,81324,96.00385170919596,495.259765625,95.49831487722676,122.3984375,,,,,,2026-05-18T20:21:05+00:00,2026-05-18T20:21:30.925847+00:00,p1
f96_b8,96,8,patch f96 b8,True,92172,95.64275397207513,558.2646484375,95.47424169475204,138.46875,,,,,,2026-05-18T20:21:25+00:00,2026-05-18T20:21:45.383161+00:00,p2
