timestamp,bus_voltage,bus_current,state
9399,4.1051,6.2660,SLEEP
9453,4.1047,6.2700,SLEEP
9509,4.1047,6.2320,SLEEP
9569,4.1045,6.2830,SLEEP
9629,4.1041,6.1580,SLEEP
9689,4.1045,6.3700,SLEEP
9749,4.1043,6.3010,SLEEP
9809,4.1051,6.1850,SLEEP
9869,4.1051,6.2910,SLEEP
9929,4.1029,7.7110,SLEEP
9990,4.0314,58.8730,HW_BOOT
10050,4.0207,66.1250,HW_BOOT
10110,4.0184,66.9590,HW_BOOT
10170,4.0334,56.0170,HW_BOOT
10230,4.0330,56.8820,HW_BOOT
10290,4.0229,63.3100,HW_BOOT
10350,4.0238,62.5430,HW_BOOT
10410,4.0234,62.7030,HW_BOOT
10470,4.0234,62.4360,HW_BOOT
10530,4.0232,62.8170,HW_BOOT
10590,4.0254,60.8350,HW_BOOT
10650,4.0248,61.0930,HW_BOOT
10710,3.9922,84.6310,HW_BOOT
10770,3.9918,84.7090,HW_BOOT
10830,3.9908,84.8190,HW_BOOT
10883,3.9924,84.8030,HW_BOOT
10933,3.9930,84.7560,HW_BOOT
10990,3.9871,89.7980,HW_BOOT
11050,3.9949,85.6340,HW_BOOT
11110,4.0199,66.7770,HW_BOOT
11170,4.0176,70.2090,HW_BOOT
11230,4.0441,70.8970,HW_BOOT
11290,4.0447,50.4130,HW_BOOT
11350,4.0445,50.4880,HW_BOOT
11410,4.0453,50.3810,HW_BOOT
11470,4.0447,50.4970,HW_BOOT
11530,4.0457,50.2700,HW_BOOT
11590,4.0461,50.3830,HW_BOOT
11650,4.0367,54.5280,HW_BOOT
11710,4.0275,64.3290,HW_BOOT
11770,4.0180,70.9770,HW_BOOT
11830,4.0100,76.9060,HW_BOOT
11891,3.9711,106.0170,RECORD
11950,4.0029,83.6890,RECORD
12010,4.0371,57.2590,RECORD
12070,4.0430,52.0870,RECORD
12130,4.0438,54.3530,RECORD
12190,4.0404,54.3330,RECORD
12250,4.0379,59.1340,RECORD
12310,4.0336,57.8490,RECORD
12370,4.0377,57.3140,RECORD
12430,4.0375,56.8520,RECORD
12490,4.0447,52.2170,RECORD
12550,4.0445,52.4930,RECORD
12608,4.0438,52.0350,RECORD
12707,4.0371,59.4420,RECORD
12760,4.0363,58.3520,RECORD
12820,4.0373,57.4240,RECORD
12880,4.0377,59.4970,RECORD
12940,4.0354,56.7820,RECORD
13000,4.0443,52.2010,RECORD
13060,4.0445,52.8330,RECORD
13120,4.0447,52.2050,RECORD
13180,4.0443,52.4660,RECORD
13240,4.0377,56.9330,RECORD
13300,4.0398,57.2320,RECORD
13360,4.0355,58.0870,RECORD
13420,4.0451,52.1580,RECORD
13480,4.0434,52.6570,RECORD
13540,4.0451,52.6330,RECORD
13593,4.0461,52.6120,RECORD
13650,4.0387,57.4140,RECORD
13710,4.0377,59.3640,RECORD
13770,4.0361,52.1940,RECORD
13830,4.0457,52.6000,RECORD
13890,4.0379,56.4000,RECORD
13950,4.0453,52.1000,RECORD
14010,4.0365,57.4070,RECORD
14070,4.0408,56.1160,RECORD
14130,4.0424,54.2730,RECORD
14190,4.0377,58.2560,RECORD
14250,4.0445,52.4870,RECORD
14310,4.0408,54.1590,RECORD
14370,4.0453,52.2480,RECORD
14430,4.0010,86.1000,MFCC
14490,4.0271,66.5010,MFCC
14550,4.0082,80.4550,MFCC
14610,4.0096,81.2020,MFCC
14670,4.0096,80.2960,MFCC
14730,4.0082,80.6820,MFCC
14790,4.0086,80.7910,MFCC
14850,4.0082,81.8780,INFERENCE
14910,4.0049,83.7120,INFERENCE
14970,3.9961,90.8970,INFERENCE
15030,4.0041,84.6060,INFERENCE
15090,4.0051,83.6930,INFERENCE
15150,4.0051,84.9460,INFERENCE
15210,4.0275,66.1830,RESULT
15270,4.0383,58.1700,RESULT
15330,4.0389,58.1040,RESULT
15390,4.0375,58.2700,RESULT
15450,4.0451,52.1960,RESULT
15510,4.0457,52.5540,RESULT
15570,4.0457,52.2800,RESULT
15630,4.0461,52.2090,RESULT
15690,4.0457,52.6050,RESULT
15750,4.0467,52.0580,RESULT
15810,4.0463,52.6120,RESULT
15870,4.0465,52.2980,RESULT
15930,4.0473,52.4410,RESULT
15983,4.0465,52.3860,RESULT
16040,4.0465,52.7150,RESULT
16100,4.0461,52.2330,RESULT
16160,4.0463,52.3890,RESULT
16213,4.0465,52.3710,RESULT
16270,4.0469,52.3120,RESULT
16323,4.0471,52.3250,RESULT
16373,4.0473,52.2550,RESULT
16430,4.0467,52.3630,RESULT
16490,4.0471,52.0960,RESULT
16550,4.0479,52.3260,RESULT
16610,4.0484,52.2010,RESULT
16670,4.0467,52.5640,RESULT
16730,4.0479,52.2170,RESULT
16790,4.0473,52.3560,RESULT
16850,4.0455,52.2690,RESULT
16903,4.0461,52.3450,RESULT
16960,4.0469,52.3790,RESULT
17020,4.0477,52.1350,RESULT
17080,4.0473,52.2350,RESULT
17140,4.0461,52.3880,RESULT
17200,4.0479,52.5480,RESULT
17260,4.0471,52.1080,RESULT
17320,4.0469,52.3980,RESULT
17380,4.0465,52.2780,RESULT
17440,4.0482,52.1060,RESULT
17500,4.0473,52.3770,RESULT
17553,4.0457,52.3510,RESULT
17603,4.0479,52.3720,RESULT
17660,4.0467,52.2010,RESULT
17720,4.0473,52.6260,RESULT
17780,4.0471,52.3270,RESULT
17840,4.0469,52.4050,RESULT
17900,4.0469,52.1940,RESULT
