timestamp,bus_voltage,bus_current,state
8469,4.1160,6.1210,SLEEP
8529,4.1164,6.2320,SLEEP
8589,4.1168,6.0570,SLEEP
8649,4.1164,6.2760,SLEEP
8710,4.0809,57.9810,HW_BOOT
8770,4.0783,60.8730,HW_BOOT
8830,4.0740,67.0350,HW_BOOT
8890,4.0773,61.4450,HW_BOOT
8950,4.0811,56.1160,HW_BOOT
9010,4.0805,57.0790,HW_BOOT
9070,4.0758,62.5300,HW_BOOT
9130,4.0748,62.9090,HW_BOOT
9190,4.0764,62.4130,HW_BOOT
9250,4.0756,62.5310,HW_BOOT
9310,4.0762,61.2020,HW_BOOT
9363,4.0762,61.1700,HW_BOOT
9420,4.0826,52.1580,HW_BOOT
9480,4.0602,84.6810,HW_BOOT
9540,4.0598,84.7920,HW_BOOT
9600,4.0602,84.5590,HW_BOOT
9660,4.0598,85.0850,HW_BOOT
9720,4.0584,86.2400,HW_BOOT
9780,4.0582,85.2730,HW_BOOT
9840,4.0695,69.1430,HW_BOOT
9900,4.0693,69.9160,HW_BOOT
9960,4.0719,68.4160,HW_BOOT
10020,4.0830,49.9670,HW_BOOT
10073,4.0842,50.0450,HW_BOOT
10130,4.0846,50.2710,HW_BOOT
10190,4.0842,50.0610,HW_BOOT
10250,4.0850,50.4060,HW_BOOT
10310,4.0850,49.9550,HW_BOOT
10370,4.0830,50.2110,HW_BOOT
10430,4.0750,63.8580,HW_BOOT
10490,4.0687,71.9320,HW_BOOT
10550,4.0662,75.0100,HW_BOOT
10611,4.0418,108.0210,HW_BOOT
10670,4.0658,75.0800,RECORD
10730,4.0791,57.4690,RECORD
10790,4.0781,57.8010,RECORD
10850,4.0787,56.9880,RECORD
10910,4.0791,58.4410,RECORD
10970,4.0826,52.1570,RECORD
11030,4.0830,52.1340,RECORD
11083,4.0826,52.1280,RECORD
11140,4.0814,56.8930,RECORD
11200,4.0813,53.1450,RECORD
11260,4.0822,53.1920,RECORD
11320,4.0826,52.5510,RECORD
11380,4.0832,51.9390,RECORD
11440,4.0834,52.2540,RECORD
11500,4.0822,51.9810,RECORD
11560,4.0785,58.9170,RECORD
11620,4.0836,52.2040,RECORD
11680,4.0789,58.3710,RECORD
11740,4.0830,52.0510,RECORD
11800,4.0834,51.8120,RECORD
11860,4.0832,52.4240,RECORD
11920,4.0828,52.0230,RECORD
11980,4.0811,55.5070,RECORD
12040,4.0797,55.2480,RECORD
12100,4.0793,58.1060,RECORD
12160,4.0781,57.9860,RECORD
12220,4.0830,51.9760,RECORD
12280,4.0805,55.4400,RECORD
12340,4.0836,51.8930,RECORD
12400,4.0830,52.1750,RECORD
12460,4.0840,52.0350,RECORD
12520,4.0834,59.6830,RECORD
12580,4.0781,57.3450,RECORD
