timestamp,bus_voltage,bus_current,state
8503,4.1182,6.1690,SLEEP
8553,4.1184,6.1600,SLEEP
8609,4.1189,6.0850,SLEEP
8669,4.1180,6.2680,SLEEP
8729,4.1186,6.1360,SLEEP
8783,4.1180,6.1190,SLEEP
8840,4.1045,27.8630,HW_BOOT
8900,4.0836,60.7960,HW_BOOT
8960,4.0814,66.6470,HW_BOOT
9020,4.0805,66.4280,HW_BOOT
9080,4.0867,55.7870,HW_BOOT
9140,4.0857,55.9090,HW_BOOT
9200,4.0822,62.4380,HW_BOOT
9260,4.0826,62.1390,HW_BOOT
9320,4.0826,62.2670,HW_BOOT
9380,4.0826,62.4920,HW_BOOT
9440,4.0830,61.2090,HW_BOOT
9500,4.0834,60.6930,HW_BOOT
9560,4.0832,60.9270,HW_BOOT
9620,4.0680,84.6190,HW_BOOT
9673,4.0680,84.5560,HW_BOOT
9730,4.0674,84.3920,HW_BOOT
9790,4.0680,84.8260,HW_BOOT
9850,4.0662,85.4540,HW_BOOT
9910,4.0662,86.5910,HW_BOOT
9970,4.0670,85.1310,HW_BOOT
10030,4.0789,65.0680,HW_BOOT
10090,4.0750,71.3030,HW_BOOT
10150,4.0883,50.3760,HW_BOOT
10210,4.0893,50.0860,HW_BOOT
10270,4.0895,50.2200,HW_BOOT
10330,4.0891,49.9880,HW_BOOT
10390,4.0879,50.3080,HW_BOOT
10450,4.0889,50.0600,HW_BOOT
10503,4.0889,50.1250,HW_BOOT
10560,4.0816,63.6450,HW_BOOT
10620,4.0701,81.4190,HW_BOOT
10680,4.0748,74.9230,HW_BOOT
10741,4.0564,102.7810,HW_BOOT
10800,4.0795,85.1270,RECORD
10860,4.0877,52.0960,RECORD
10920,4.0873,54.1650,RECORD
10980,4.0863,54.3090,RECORD
11040,4.0852,58.7790,RECORD
11100,4.0855,57.4560,RECORD
11160,4.0846,57.9060,RECORD
11220,4.0844,55.6800,RECORD
11280,4.0881,52.2350,RECORD
11340,4.0879,52.8330,RECORD
11400,4.0875,52.2210,RECORD
11460,4.0891,52.7380,RECORD
11520,4.0855,57.7600,RECORD
11580,4.0857,59.7600,RECORD
11640,4.0842,56.8340,RECORD
11700,4.0881,52.2310,RECORD
11760,4.0873,53.2360,RECORD
11820,4.0883,53.6210,RECORD
11880,4.0895,52.4590,RECORD
11940,4.0857,57.6390,RECORD
12000,4.0891,52.1490,RECORD
12060,4.0854,56.4730,RECORD
12120,4.0854,58.3920,RECORD
12180,4.0885,52.0840,RECORD
12240,4.0857,57.1230,RECORD
12300,4.0900,52.6670,RECORD
12360,4.0887,51.8690,RECORD
12420,4.0871,58.0840,RECORD
12480,4.0877,52.1080,RECORD
12540,4.0854,58.6440,RECORD
12598,4.0875,53.1850,RECORD
12690,4.0889,53.1580,RECORD
12750,4.0895,52.0810,RECORD
12810,4.0889,52.2500,RECORD
12870,4.0895,52.0140,RECORD
12930,4.0861,56.4330,RECORD
12990,4.0875,53.0560,RECORD
13050,4.0859,59.0200,RECORD
13110,4.0893,52.0070,RECORD
13170,4.0885,54.4230,RECORD
13230,4.0893,52.0800,RECORD
13290,4.0891,51.9550,RECORD
13350,4.0676,86.9280,MFCC
13410,4.0711,81.4100,MFCC
13470,4.0732,80.9700,MFCC
13530,4.0715,81.1810,MFCC
13590,4.0715,80.7830,MFCC
13650,4.0711,79.8430,MFCC
13710,4.0709,81.6380,MFCC
13770,4.0795,66.6210,INFERENCE
13830,4.0648,90.6650,INFERENCE
13890,4.0689,85.2190,INFERENCE
13950,4.0797,66.1200,RESULT
14010,4.0773,69.3210,RESULT
14070,4.0844,58.0110,RESULT
14130,4.0857,57.9350,RESULT
14190,4.0879,52.2130,RESULT
14250,4.0891,51.9770,RESULT
14310,4.0889,52.3790,RESULT
14370,4.0877,52.1190,RESULT
14430,4.0893,52.2010,RESULT
14483,4.0881,52.1860,RESULT
14533,4.0885,52.1950,RESULT
14590,4.0881,51.9960,RESULT
14650,4.0900,52.2310,RESULT
14703,4.0893,52.1950,RESULT
14753,4.0895,52.1620,RESULT
14803,4.0896,52.1600,RESULT
14860,4.0889,52.0620,RESULT
14920,4.0885,52.1840,RESULT
14980,4.0898,52.1480,RESULT
15040,4.0900,52.1940,RESULT
