timestamp,bus_voltage,bus_current,state
22613,4.1221,6.2690,SLEEP
22669,4.1211,6.1190,SLEEP
22729,4.1223,6.3110,SLEEP
22789,4.1223,6.2260,SLEEP
22850,4.1002,29.5310,HW_BOOT
22910,4.0768,60.7140,HW_BOOT
22970,4.0699,67.1380,HW_BOOT
23030,4.0695,66.4670,HW_BOOT
23090,4.0791,56.4150,HW_BOOT
23143,4.0773,56.3760,HW_BOOT
23200,4.0730,62.8240,HW_BOOT
23253,4.0715,62.7540,HW_BOOT
23310,4.0732,62.4710,HW_BOOT
23370,4.0725,62.8230,HW_BOOT
23430,4.0719,62.4970,HW_BOOT
23490,4.0725,61.2860,HW_BOOT
23550,4.0719,61.3550,HW_BOOT
23610,4.0523,84.7840,HW_BOOT
23670,4.0527,84.9550,HW_BOOT
23730,4.0529,85.0810,HW_BOOT
23783,4.0518,85.0920,HW_BOOT
23840,4.0518,85.3580,HW_BOOT
23900,4.0482,89.7730,HW_BOOT
23960,4.0494,87.6560,HW_BOOT
24020,4.0648,69.0840,HW_BOOT
24078,4.0645,70.3270,HW_BOOT
24177,4.0805,50.8390,HW_BOOT
24230,4.0795,50.5790,HW_BOOT
24290,4.0813,50.8130,HW_BOOT
24350,4.0811,50.6690,HW_BOOT
24410,4.0811,50.9990,HW_BOOT
24470,4.0826,50.5210,HW_BOOT
24530,4.0803,52.3540,HW_BOOT
24590,4.0697,64.5010,HW_BOOT
24650,4.0637,72.3790,HW_BOOT
24710,4.0604,75.3740,HW_BOOT
24771,4.0336,106.7080,HW_BOOT
24829,4.0604,75.4120,RECORD
24890,4.0756,57.5020,RECORD
24950,4.0754,58.7010,RECORD
25010,4.0736,57.3330,RECORD
25070,4.0758,57.9860,RECORD
25130,4.0797,52.5880,RECORD
25190,4.0793,52.2950,RECORD
25250,4.0801,52.6330,RECORD
25310,4.0797,52.5260,RECORD
25370,4.0756,57.7840,RECORD
25430,4.0746,57.4710,RECORD
25490,4.0750,59.5190,RECORD
25550,4.0740,57.1560,RECORD
25610,4.0789,53.7660,RECORD
25670,4.0791,53.4950,RECORD
25730,4.0793,52.3700,RECORD
25790,4.0803,52.9910,RECORD
25850,4.0795,52.5180,RECORD
25910,4.0752,58.9990,RECORD
25970,4.0762,58.0820,RECORD
26030,4.0803,52.7030,RECORD
26090,4.0732,58.0850,RECORD
26150,4.0795,52.3810,RECORD
26210,4.0805,52.8680,RECORD
26270,4.0803,52.4100,RECORD
26330,4.0805,52.6650,RECORD
26390,4.0744,57.8150,RECORD
26450,4.0771,56.3680,RECORD
26510,4.0771,53.7450,RECORD
26570,4.0807,52.3330,RECORD
26630,4.0793,52.9730,RECORD
26690,4.0805,52.4180,RECORD
26750,4.0795,52.7250,RECORD
26810,4.0756,57.7120,RECORD
26870,4.0754,59.6560,RECORD
26930,4.0740,57.7040,RECORD
26990,4.0750,58.7780,RECORD
27050,4.0799,52.5210,RECORD
27110,4.0795,52.3430,RECORD
27170,4.0799,52.7260,RECORD
27230,4.0797,52.4180,RECORD
27290,4.0775,56.1370,RECORD
27350,4.0498,87.1190,MFCC
27410,4.0541,83.6420,MFCC
27470,4.0553,81.1240,MFCC
27523,4.0555,81.1260,MFCC
27580,4.0541,81.8830,MFCC
27640,4.0543,81.3460,MFCC
27700,4.0545,81.3670,MFCC
27760,4.0602,77.0260,INFERENCE
27820,4.0521,83.7130,INFERENCE
27880,4.0453,91.4260,INFERENCE
27940,4.0529,83.1380,INFERENCE
27993,4.0535,83.1440,INFERENCE
28043,4.0523,83.0840,INFERENCE
28100,4.0533,83.1510,INFERENCE
28160,4.0523,83.1440,INFERENCE
28220,4.0559,79.8790,RESULT
28280,4.0557,81.0350,RESULT
28340,4.0701,63.6760,RESULT
28400,4.0689,63.5050,RESULT
28460,4.0797,52.4460,RESULT
28520,4.0781,52.6380,RESULT
28580,4.0791,52.3860,RESULT
28640,4.0789,52.7500,RESULT
28700,4.0793,52.3790,RESULT
28760,4.0795,52.8080,RESULT
28820,4.0801,52.3900,RESULT
28880,4.0795,52.5780,RESULT
28933,4.0789,52.5530,RESULT
28990,4.0797,52.5340,RESULT
29043,4.0795,52.5400,RESULT
29093,4.0787,52.4610,RESULT
29143,4.0793,52.4850,RESULT
29200,4.0793,52.5770,RESULT
29260,4.0795,52.7200,RESULT
29320,4.0797,52.4610,RESULT
29380,4.0803,52.6080,RESULT
29440,4.0799,52.4310,RESULT
29500,4.0801,52.6870,RESULT
29560,4.0807,52.6120,RESULT
29620,4.0797,52.6600,RESULT
29680,4.0799,52.5350,RESULT
29740,4.0797,52.3800,RESULT
29800,4.0799,52.5560,RESULT
29853,4.0801,52.5550,RESULT
29910,4.0799,52.6550,RESULT
29970,4.0805,52.5820,RESULT
30030,4.0795,52.8060,RESULT
30090,4.0807,52.4650,RESULT
30150,4.0801,52.6420,RESULT
30210,4.0797,52.4700,RESULT
30270,4.0801,52.5550,RESULT
30323,4.0803,52.5910,RESULT
30380,4.0805,52.4030,RESULT
30440,4.0805,52.7600,RESULT
30500,4.0811,52.6030,RESULT
30560,4.0807,52.7940,RESULT
30620,4.0814,52.5620,RESULT
30673,4.0799,52.5960,RESULT
30723,4.0805,52.5990,RESULT
30780,4.0795,52.5310,RESULT
30833,4.0799,52.5000,RESULT
30890,4.0801,52.5580,RESULT
30950,4.0811,52.4800,RESULT
31003,4.0807,52.5050,RESULT
31053,4.0793,52.5260,RESULT
31103,4.0803,52.4620,RESULT
31160,4.0805,52.5900,RESULT
31213,4.0801,52.5770,RESULT
31270,4.0795,52.3740,SHUTDOWN
31330,4.0719,62.3110,SHUTDOWN
31390,4.0805,52.6590,SHUTDOWN
31450,4.0797,52.4480,SHUTDOWN
31510,4.0807,52.5880,SHUTDOWN
31570,4.0789,52.3930,SHUTDOWN
31630,4.0803,52.5690,SHUTDOWN
31690,4.0801,52.2390,SHUTDOWN
31750,4.0801,52.5010,SHUTDOWN
31810,4.0805,52.5530,SHUTDOWN
31869,4.1193,6.3340,SLEEP
31929,4.1193,6.1670,SLEEP
31989,4.1207,6.3050,SLEEP
32043,4.1209,6.3360,SLEEP
32099,4.1205,6.2360,SLEEP
32159,4.1201,6.2720,SLEEP
32213,4.1215,6.2500,SLEEP
32269,4.1215,6.0630,SLEEP
32323,4.1221,6.1150,SLEEP
32379,4.1201,6.2010,SLEEP
32433,4.1213,6.2320,SLEEP
32483,4.1221,6.1720,SLEEP
32539,4.1221,6.3050,SLEEP
32599,4.1215,6.2420,SLEEP
32653,4.1225,6.1500,SLEEP
32709,4.1217,6.2700,SLEEP
32769,4.1221,6.1720,SLEEP
32823,4.1221,6.2130,SLEEP
32873,4.1229,6.2370,SLEEP
32929,4.1223,6.2570,SLEEP
32989,4.1223,6.1720,SLEEP
33043,4.1225,6.1740,SLEEP
33099,4.1223,6.2520,SLEEP
33153,4.1217,6.2860,SLEEP
33203,4.1225,6.2500,SLEEP
33259,4.1219,6.2410,SLEEP
33320,4.0791,58.2650,HW_BOOT
33380,4.0742,63.6930,HW_BOOT
33440,4.0711,66.9740,HW_BOOT
33500,4.0764,58.4140,HW_BOOT
33560,4.0791,56.4620,HW_BOOT
33620,4.0746,59.9640,HW_BOOT
33680,4.0727,62.6380,HW_BOOT
33740,4.0715,63.0740,HW_BOOT
33800,4.0721,62.8930,HW_BOOT
33860,4.0725,62.8450,HW_BOOT
33920,4.0736,61.1100,HW_BOOT
33980,4.0740,61.1780,HW_BOOT
