timestamp,bus_voltage,bus_current,state
8489,4.1010,6.2410,SLEEP
8549,4.1016,6.2530,SLEEP
8603,4.1023,6.2850,SLEEP
8659,4.1012,6.2000,SLEEP
8713,4.1025,6.1980,SLEEP
8769,4.1020,6.2830,SLEEP
8823,4.1021,6.2720,SLEEP
8879,4.1025,6.1940,SLEEP
8933,4.1023,6.2190,SLEEP
8983,4.1025,6.2450,SLEEP
9039,4.1020,6.3040,SLEEP
9093,4.1029,6.3010,SLEEP
9143,4.1031,6.3170,SLEEP
9199,4.1031,6.1830,SLEEP
9259,4.1029,6.2740,SLEEP
9320,4.0695,27.8830,HW_BOOT
9380,4.0201,60.6280,HW_BOOT
9440,4.0119,66.4570,HW_BOOT
9500,4.0131,65.0940,HW_BOOT
9560,4.0271,56.0500,HW_BOOT
9620,4.0271,56.3550,HW_BOOT
9680,4.0174,62.5680,HW_BOOT
9740,4.0168,62.4620,HW_BOOT
9800,4.0164,62.8060,HW_BOOT
9860,4.0168,62.4280,HW_BOOT
9920,4.0186,61.1420,HW_BOOT
9980,4.0184,61.2320,HW_BOOT
10040,4.0244,58.0330,HW_BOOT
10100,3.9813,85.7420,HW_BOOT
10160,3.9834,85.5150,HW_BOOT
10220,3.9834,85.5730,HW_BOOT
10280,3.9838,85.4400,HW_BOOT
10333,3.9840,85.3720,HW_BOOT
10390,3.9848,85.5660,HW_BOOT
10450,3.9836,87.5140,HW_BOOT
10510,4.0092,68.1520,HW_BOOT
10570,4.0049,72.2780,HW_BOOT
10630,4.0357,50.3040,HW_BOOT
10690,4.0359,50.2130,HW_BOOT
10750,4.0371,50.4210,HW_BOOT
10810,4.0367,50.2110,HW_BOOT
10870,4.0367,50.4190,HW_BOOT
10930,4.0373,50.2290,HW_BOOT
10990,4.0344,52.4280,HW_BOOT
11050,4.0178,64.5950,HW_BOOT
11110,4.0055,72.1620,HW_BOOT
11170,4.0023,75.2900,HW_BOOT
11231,3.9551,108.0850,HW_BOOT
11289,4.0133,66.8190,RECORD
11350,4.0271,57.4790,RECORD
11410,4.0279,58.5110,RECORD
11470,4.0354,52.1940,RECORD
11530,4.0344,52.7460,RECORD
11590,4.0357,52.1240,RECORD
11650,4.0365,52.4230,RECORD
11710,4.0293,56.1520,RECORD
11770,4.0357,52.2120,RECORD
11830,4.0242,57.3140,RECORD
11890,4.0281,57.4460,RECORD
11950,4.0316,54.3690,RECORD
12010,4.0326,53.1490,RECORD
12070,4.0355,52.4950,RECORD
12130,4.0340,52.1570,RECORD
12190,4.0348,52.0150,RECORD
12250,4.0256,57.3760,RECORD
12310,4.0277,58.4080,RECORD
12370,4.0346,52.5730,RECORD
12430,4.0270,57.8530,RECORD
12490,4.0348,52.3580,RECORD
12550,4.0340,52.2480,RECORD
12602,4.0350,52.2410,RECORD
12707,4.0260,58.0780,RECORD
12760,4.0254,57.6600,RECORD
12820,4.0264,59.3340,RECORD
12880,4.0350,52.3360,RECORD
12940,4.0268,57.9350,RECORD
13000,4.0352,52.2900,RECORD
13053,4.0344,52.2730,RECORD
13110,4.0299,54.8380,RECORD
13170,4.0256,57.5160,RECORD
13230,4.0332,52.6990,RECORD
13290,4.0273,55.2380,RECORD
13350,4.0344,52.5960,RECORD
13410,4.0332,52.4190,RECORD
13470,4.0248,59.2130,RECORD
13530,4.0340,52.6530,RECORD
13590,4.0270,58.2830,RECORD
13650,4.0246,58.5970,RECORD
13710,4.0334,52.1770,RECORD
13770,4.0250,52.6530,MFCC
13830,3.9816,87.1180,MFCC
13890,3.9893,81.8670,MFCC
13950,3.9908,81.1270,MFCC
14010,3.9912,80.8670,MFCC
14070,3.9898,81.7200,MFCC
14130,3.9906,80.7680,MFCC
14190,3.9904,81.7120,MFCC
14250,4.0117,66.4290,INFERENCE
14310,3.9754,91.0570,INFERENCE
14370,3.9863,84.7530,INFERENCE
14430,4.0119,66.3670,RESULT
14490,4.0111,66.8610,RESULT
14550,4.0250,57.9410,RESULT
14610,4.0248,57.9820,RESULT
14670,4.0318,52.3030,RESULT
14730,4.0328,52.1570,RESULT
14790,4.0322,52.3290,RESULT
14850,4.0334,52.2300,RESULT
14910,4.0336,52.3970,RESULT
14970,4.0326,52.2820,RESULT
15030,4.0342,52.4290,RESULT
15090,4.0334,52.3160,RESULT
15150,4.0328,52.4490,RESULT
15203,4.0332,52.3890,RESULT
15260,4.0328,52.2460,RESULT
15320,4.0338,52.3590,RESULT
15380,4.0326,52.2030,RESULT
15440,4.0326,52.5820,RESULT
15500,4.0332,52.1950,RESULT
15560,4.0330,52.3420,RESULT
15620,4.0328,52.1060,RESULT
15680,4.0334,52.2940,RESULT
15740,4.0330,52.4030,RESULT
15800,4.0322,52.2900,RESULT
15860,4.0334,52.5650,RESULT
15920,4.0344,52.2250,RESULT
15980,4.0326,52.4370,RESULT
16040,4.0334,52.3370,RESULT
16100,4.0336,52.1580,RESULT
16160,4.0334,52.4050,RESULT
16213,4.0334,52.3620,RESULT
16263,4.0328,52.4220,RESULT
16320,4.0332,52.2890,RESULT
16373,4.0332,52.3410,RESULT
16430,4.0326,52.3800,RESULT
16490,4.0326,52.5840,RESULT
16550,4.0328,52.4540,RESULT
16603,4.0336,52.5440,RESULT
16660,4.0328,52.4070,RESULT
16720,4.0328,52.6210,RESULT
16780,4.0318,52.1980,RESULT
16840,4.0324,52.4820,RESULT
16900,4.0311,52.2940,RESULT
16953,4.0320,52.3210,RESULT
17010,4.0330,52.6720,RESULT
17070,4.0314,52.5940,RESULT
17130,4.0322,52.8220,RESULT
17190,4.0312,52.7490,RESULT
17250,4.0318,53.1870,RESULT
17310,4.0314,52.4920,RESULT
17363,4.0322,52.4740,RESULT
17420,4.0318,52.1990,RESULT
17480,4.0201,59.5470,SHUTDOWN
17540,4.0158,65.5460,SHUTDOWN
17600,4.0328,52.3160,SHUTDOWN
17660,4.0320,52.5560,SHUTDOWN
17720,4.0326,52.3020,SHUTDOWN
17780,4.0322,52.4610,SHUTDOWN
17840,4.0309,52.3720,SHUTDOWN
17900,4.0330,52.2390,SHUTDOWN
17960,4.0322,52.3240,SHUTDOWN
18020,4.0324,52.2350,SHUTDOWN
18079,4.1014,6.1920,SLEEP
18139,4.1010,6.3140,SLEEP
18193,4.1012,6.2570,SLEEP
18243,4.1014,6.3100,SLEEP
18293,4.1016,6.2650,SLEEP
18343,4.1020,6.2570,SLEEP
18399,4.1023,6.1980,SLEEP
18460,4.0217,58.4690,HW_BOOT
18520,4.0129,66.2130,HW_BOOT
18580,4.0115,67.0210,HW_BOOT
18640,4.0281,55.7580,HW_BOOT
18700,4.0270,56.1930,HW_BOOT
18760,4.0182,62.5560,HW_BOOT
18820,4.0184,62.7280,HW_BOOT
18880,4.0191,62.2200,HW_BOOT
18940,4.0182,62.3670,HW_BOOT
19000,4.0189,62.8430,HW_BOOT
19060,4.0207,60.9650,HW_BOOT
19120,4.0203,61.1760,HW_BOOT
19180,3.9861,84.6020,HW_BOOT
19233,3.9848,84.6280,HW_BOOT
19290,3.9844,84.8530,HW_BOOT
19343,3.9846,84.9000,HW_BOOT
19400,3.9848,85.0200,HW_BOOT
19460,3.9793,89.2890,HW_BOOT
19520,3.9834,85.5110,HW_BOOT
19580,4.0131,66.4190,HW_BOOT
19640,4.0066,69.3630,HW_BOOT
19700,4.0295,55.8540,HW_BOOT
19760,4.0354,50.3160,HW_BOOT
19813,4.0354,50.2600,HW_BOOT
19870,4.0361,50.4190,HW_BOOT
19930,4.0359,50.1850,HW_BOOT
19990,4.0361,50.4490,HW_BOOT
20043,4.0363,50.3940,HW_BOOT
20100,4.0342,52.6640,HW_BOOT
20160,4.0172,65.1280,HW_BOOT
20220,4.0000,75.1660,HW_BOOT
20280,3.9994,74.6550,HW_BOOT
20341,3.9520,107.9810,HW_BOOT
20400,4.0092,68.6320,RECORD
