timestamp,bus_voltage,bus_current,state
8479,4.1162,6.2070,SLEEP
8540,4.1059,20.3400,HW_BOOT
8600,4.0770,60.5720,HW_BOOT
8660,4.0723,66.0450,HW_BOOT
8720,4.0717,65.8560,HW_BOOT
8780,4.0799,55.4950,HW_BOOT
8840,4.0797,56.1920,HW_BOOT
8900,4.0742,62.7470,HW_BOOT
8960,4.0752,62.2920,HW_BOOT
9013,4.0756,62.3120,HW_BOOT
9070,4.0740,62.8000,HW_BOOT
9130,4.0732,62.8610,HW_BOOT
9190,4.0758,60.9420,HW_BOOT
9250,4.0748,61.2100,HW_BOOT
9310,4.0572,84.5770,HW_BOOT
9370,4.0568,84.7480,HW_BOOT
9430,4.0566,84.6150,HW_BOOT
9490,4.0580,84.8590,HW_BOOT
9550,4.0564,84.9850,HW_BOOT
9610,4.0545,87.3590,HW_BOOT
9670,4.0504,93.3330,HW_BOOT
9730,4.0711,66.9470,HW_BOOT
9790,4.0672,70.7360,HW_BOOT
9850,4.0828,50.3920,HW_BOOT
9910,4.0828,50.5000,HW_BOOT
9970,4.0832,50.4310,HW_BOOT
10030,4.0816,50.6060,HW_BOOT
10090,4.0818,50.3190,HW_BOOT
10143,4.0830,50.3290,HW_BOOT
10193,4.0826,50.3160,HW_BOOT
10250,4.0738,63.1440,HW_BOOT
10310,4.0695,68.5840,HW_BOOT
10370,4.0678,71.3300,HW_BOOT
10430,4.0648,74.8740,HW_BOOT
10491,4.0416,106.0190,RECORD
10549,4.0621,79.5630,RECORD
10610,4.0795,52.2770,RECORD
10670,4.0814,52.6000,RECORD
10730,4.0803,52.1660,RECORD
10790,4.0822,52.4130,RECORD
10850,4.0820,52.6720,RECORD
10910,4.0818,53.6200,RECORD
10970,4.0770,57.3450,RECORD
11030,4.0783,58.0810,RECORD
11090,4.0768,58.0430,RECORD
11150,4.0781,56.7510,RECORD
11210,4.0824,52.4970,RECORD
11270,4.0785,57.4460,RECORD
11330,4.0826,52.3110,RECORD
11390,4.0777,57.1060,RECORD
11450,4.0789,57.2790,RECORD
11510,4.0807,52.5340,RECORD
11570,4.0781,58.1500,RECORD
11630,4.0811,52.6370,RECORD
11690,4.0801,53.0610,RECORD
11750,4.0822,52.3590,RECORD
11810,4.0811,52.3460,RECORD
11870,4.0781,58.5830,RECORD
11930,4.0816,52.5890,RECORD
11990,4.0783,57.7920,RECORD
12050,4.0775,58.7780,RECORD
12110,4.0813,52.1940,RECORD
12170,4.0820,52.3330,RECORD
12223,4.0818,52.2820,RECORD
12280,4.0799,57.0830,RECORD
12340,4.0807,53.1030,RECORD
12400,4.0779,58.6950,RECORD
12460,4.0822,52.3210,RECORD
12520,4.0811,51.9400,RECORD
12578,4.0824,52.5050,RECORD
12677,4.0781,58.1880,RECORD
12723,4.0779,58.2390,RECORD
12780,4.0795,54.7250,RECORD
12840,4.0824,52.1210,RECORD
12900,4.0816,52.5660,RECORD
12960,4.0781,57.9850,RECORD
13020,4.0639,75.8900,MFCC
13080,4.0717,67.9680,MFCC
13140,4.0596,80.3090,MFCC
13200,4.0584,80.9160,MFCC
13260,4.0590,80.0610,MFCC
13320,4.0602,81.0220,MFCC
13380,4.0594,80.8470,MFCC
13440,4.0594,80.2810,INFERENCE
13500,4.0631,75.6710,INFERENCE
13560,4.0553,87.5700,INFERENCE
13620,4.0564,85.1750,RESULT
13680,4.0572,83.3710,RESULT
13740,4.0766,58.3220,RESULT
13800,4.0762,58.1380,RESULT
13860,4.0805,52.6000,RESULT
13920,4.0816,52.4450,RESULT
13980,4.0803,52.5150,RESULT
14040,4.0807,52.6510,RESULT
14100,4.0813,52.4650,RESULT
14160,4.0813,52.6930,RESULT
14220,4.0807,52.4610,RESULT
14280,4.0811,52.8100,RESULT
14340,4.0805,52.6810,RESULT
14400,4.0813,52.9220,RESULT
14453,4.0813,52.9100,RESULT
14510,4.0813,52.7590,RESULT
14570,4.0809,52.8720,RESULT
14630,4.0824,52.6470,RESULT
14690,4.0807,52.7900,RESULT
14750,4.0816,52.3660,RESULT
14810,4.0818,52.7070,RESULT
14870,4.0816,52.4130,RESULT
14930,4.0824,52.4750,RESULT
14990,4.0824,52.2690,RESULT
15050,4.0824,52.2440,RESULT
15110,4.0818,52.4650,RESULT
15170,4.0813,52.3020,RESULT
15230,4.0822,52.5140,RESULT
15290,4.0822,52.4220,RESULT
15350,4.0820,52.2560,RESULT
15410,4.0820,52.4670,RESULT
15470,4.0816,52.3340,RESULT
15530,4.0818,52.3710,RESULT
15583,4.0809,52.3710,RESULT
15640,4.0809,52.6300,RESULT
15700,4.0816,52.4140,RESULT
15760,4.0816,52.5390,RESULT
15820,4.0824,52.1970,RESULT
15880,4.0820,52.2600,RESULT
15940,4.0813,52.1660,RESULT
15993,4.0824,52.2390,RESULT
16050,4.0816,52.4030,RESULT
16110,4.0822,52.2600,RESULT
16170,4.0820,52.5490,RESULT
16230,4.0820,52.3100,RESULT
16290,4.0830,52.5830,RESULT
16350,4.0811,52.3450,RESULT
16410,4.0803,52.5290,RESULT
16470,4.0820,52.3060,RESULT
16530,4.0826,52.3760,RESULT
16590,4.0820,52.5360,RESULT
16650,4.0822,52.2560,RESULT
16710,4.0719,66.3850,SHUTDOWN
16770,4.0814,52.2870,SHUTDOWN
16830,4.0809,52.5310,SHUTDOWN
16890,4.0816,52.3280,SHUTDOWN
16950,4.0813,52.2400,SHUTDOWN
17010,4.0816,52.3980,SHUTDOWN
17070,4.0814,52.0930,SHUTDOWN
17130,4.0820,52.5640,SHUTDOWN
17190,4.0805,52.2680,SHUTDOWN
17250,4.0727,65.9720,SHUTDOWN
17309,4.1164,6.1640,SLEEP
17363,4.1172,6.2460,SLEEP
17413,4.1164,6.1560,SLEEP
17469,4.1168,6.1270,SLEEP
17529,4.1186,6.2110,SLEEP
17589,4.1180,6.3040,SLEEP
17643,4.1184,6.2650,SLEEP
17700,4.0809,54.3390,HW_BOOT
17760,4.0779,60.6530,HW_BOOT
17820,4.0713,66.9190,HW_BOOT
17880,4.0748,63.0370,HW_BOOT
17940,4.0795,56.1230,HW_BOOT
17993,4.0799,56.0760,HW_BOOT
18050,4.0754,62.3660,HW_BOOT
18110,4.0746,62.2020,HW_BOOT
18170,4.0740,62.8380,HW_BOOT
18230,4.0742,62.5520,HW_BOOT
18290,4.0750,60.8450,HW_BOOT
18350,4.0760,60.7490,HW_BOOT
18410,4.0789,55.8910,HW_BOOT
18470,4.0568,84.6590,HW_BOOT
18530,4.0557,84.7610,HW_BOOT
18590,4.0574,84.7430,HW_BOOT
18650,4.0561,85.1130,HW_BOOT
18703,4.0557,85.0810,HW_BOOT
18760,4.0563,85.3980,HW_BOOT
18820,4.0572,83.7130,HW_BOOT
18880,4.0674,69.6090,HW_BOOT
18940,4.0668,70.8330,HW_BOOT
19000,4.0826,50.5050,HW_BOOT
19060,4.0832,50.2110,HW_BOOT
19120,4.0822,50.3330,HW_BOOT
19180,4.0818,50.2190,HW_BOOT
19240,4.0820,50.6550,HW_BOOT
19300,4.0830,50.1330,HW_BOOT
19360,4.0830,50.2770,HW_BOOT
19420,4.0723,64.3710,HW_BOOT
19480,4.0646,73.8460,HW_BOOT
19540,4.0650,74.9640,HW_BOOT
19601,4.0389,107.8200,HW_BOOT
19659,4.0668,71.1130,RECORD
19720,4.0773,57.2330,RECORD
19780,4.0777,58.4860,RECORD
19840,4.0795,53.2490,RECORD
19900,4.0805,53.8550,RECORD
19960,4.0814,52.1750,RECORD
20013,4.0807,52.1910,RECORD
20070,4.0754,57.2430,RECORD
20130,4.0775,58.7090,RECORD
20190,4.0813,52.3890,RECORD
20243,4.0803,52.3540,RECORD
20300,4.0762,57.4260,RECORD
20360,4.0795,55.9740,RECORD
20420,4.0787,54.4360,RECORD
20480,4.0764,57.4950,RECORD
20540,4.0811,52.5380,RECORD
20600,4.0795,54.3070,RECORD
20660,4.0811,52.2050,RECORD
20720,4.0811,52.7290,RECORD
20780,4.0770,58.1470,RECORD
20840,4.0807,52.6900,RECORD
20900,4.0783,58.1300,RECORD
20960,4.0770,58.7440,RECORD
21020,4.0820,52.1960,RECORD
21073,4.0818,52.2470,RECORD
21130,4.0764,58.0240,RECORD
21190,4.0803,54.8500,RECORD
21250,4.0793,54.5290,RECORD
21310,4.0777,57.5980,RECORD
21370,4.0809,52.7210,RECORD
21430,4.0777,52.1780,RECORD
21490,4.0811,53.1530,RECORD
21550,4.0764,57.5900,RECORD
21610,4.0775,59.2430,RECORD
21670,4.0764,57.5270,RECORD
21730,4.0777,58.2670,RECORD
21790,4.0814,52.6210,RECORD
21850,4.0813,52.1690,RECORD
21910,4.0826,52.6900,RECORD
21970,4.0814,52.3140,RECORD
22030,4.0799,54.3940,RECORD
22090,4.0811,55.1930,RECORD
22150,4.0752,61.8710,MFCC
22210,4.0715,67.1410,MFCC
22270,4.0604,81.3790,MFCC
22330,4.0596,80.1200,MFCC
22390,4.0590,80.5540,MFCC
22450,4.0578,80.7520,MFCC
22510,4.0588,80.7300,MFCC
22570,4.0588,80.3030,MFCC
22630,4.0594,81.6610,INFERENCE
