op_index,op_tag,mean_ms,std_ms,min_ms,max_ms,median_ms,pct_time
0,CONV_2D,14.903,0.003,14.895,14.906,14.901,44.413
1,DEPTHWISE_CONV_2D,0.713,0.002,0.711,0.719,0.712,2.124
2,CONV_2D,4.790,0.004,4.783,4.795,4.790,14.276
3,DEPTHWISE_CONV_2D,0.706,0.002,0.704,0.712,0.705,2.103
4,CONV_2D,4.790,0.004,4.783,4.795,4.790,14.275
5,DEPTHWISE_CONV_2D,0.705,0.002,0.704,0.712,0.705,2.102
6,CONV_2D,4.790,0.004,4.783,4.795,4.789,14.274
7,MEAN,2.137,0.003,2.133,2.145,2.134,6.368
8,FULLY_CONNECTED,0.022,0.000,0.022,0.023,0.022,0.066
