op_index,op_tag,mean_ms,std_ms,min_ms,max_ms,median_ms,pct_time
0,CONV_2D,40.466,5.519,39.675,78.910,39.680,32.468
1,DEPTHWISE_CONV_2D,1.430,0.003,1.428,1.440,1.429,1.148
2,CONV_2D,24.732,0.004,24.727,24.742,24.733,19.843
3,DEPTHWISE_CONV_2D,1.417,0.003,1.414,1.433,1.415,1.137
4,CONV_2D,24.732,0.004,24.727,24.738,24.732,19.843
5,DEPTHWISE_CONV_2D,1.416,0.003,1.414,1.421,1.415,1.136
6,CONV_2D,24.732,0.004,24.727,24.738,24.732,19.843
7,MEAN,5.679,0.004,5.671,5.688,5.678,4.557
8,FULLY_CONNECTED,0.032,0.002,0.031,0.039,0.031,0.025
