op_index,op_tag,mean_ms,std_ms,min_ms,max_ms,median_ms,pct_time
0,CONV_2D,54.936,3.922,54.539,93.762,54.545,27.230
1,DEPTHWISE_CONV_2D,2.033,0.004,2.029,2.046,2.030,1.007
2,CONV_2D,44.298,3.922,43.899,83.126,43.904,21.957
3,DEPTHWISE_CONV_2D,2.025,0.004,2.022,2.036,2.023,1.004
4,CONV_2D,44.298,3.922,43.898,83.126,43.904,21.957
5,DEPTHWISE_CONV_2D,2.026,0.004,2.022,2.037,2.023,1.004
6,CONV_2D,44.298,3.923,43.898,83.138,43.904,21.957
7,MEAN,7.798,0.003,7.793,7.804,7.799,3.865
8,FULLY_CONNECTED,0.036,0.001,0.035,0.039,0.036,0.018
