op_index,op_tag,mean_ms,std_ms,min_ms,max_ms,median_ms,pct_time
0,CONV_2D,39.675,0.003,39.668,39.683,39.674,40.297
1,DEPTHWISE_CONV_2D,1.416,0.003,1.414,1.426,1.415,1.439
2,CONV_2D,24.732,0.004,24.727,24.738,24.732,25.119
3,DEPTHWISE_CONV_2D,1.417,0.003,1.414,1.426,1.415,1.439
4,CONV_2D,25.516,5.518,24.727,63.958,24.732,25.916
5,MEAN,5.675,0.004,5.668,5.681,5.674,5.764
6,FULLY_CONNECTED,0.025,0.000,0.025,0.026,0.025,0.026
