op_index,op_tag,mean_ms,std_ms,min_ms,max_ms,median_ms,pct_time
0,CONV_2D,24.813,0.004,24.808,24.820,24.814,47.002
1,DEPTHWISE_CONV_2D,1.044,0.003,1.041,1.058,1.042,1.977
2,CONV_2D,10.964,0.003,10.961,10.972,10.966,20.769
3,DEPTHWISE_CONV_2D,1.036,0.002,1.034,1.042,1.035,1.963
4,CONV_2D,11.357,3.924,10.961,50.206,10.966,21.513
5,MEAN,3.552,0.004,3.547,3.559,3.553,6.728
6,FULLY_CONNECTED,0.026,0.001,0.025,0.032,0.026,0.049
