run_id,op_index,op_tag,ticks_us
-1,0,CONV_2D,44906
-1,1,DEPTHWISE_CONV_2D,1962
-1,2,CONV_2D,30710
-1,3,DEPTHWISE_CONV_2D,1756
-1,4,CONV_2D,30706
-1,5,DEPTHWISE_CONV_2D,1755
-1,6,CONV_2D,30706
-1,7,DEPTHWISE_CONV_2D,1766
-1,8,CONV_2D,30706
-1,9,MEAN,6465
-1,10,FULLY_CONNECTED,159
-1,11,CONV_2D,44648
-1,12,DEPTHWISE_CONV_2D,1727
-1,13,CONV_2D,30521
-1,14,DEPTHWISE_CONV_2D,1694
-1,15,CONV_2D,30521
-1,16,DEPTHWISE_CONV_2D,1693
-1,17,CONV_2D,30526
-1,18,DEPTHWISE_CONV_2D,1699
-1,19,CONV_2D,30521
-1,20,MEAN,6392
-1,21,FULLY_CONNECTED,45
-1,22,CONV_2D,44648
-1,23,DEPTHWISE_CONV_2D,1728
-1,24,CONV_2D,30522
-1,25,DEPTHWISE_CONV_2D,1693
-1,26,CONV_2D,30521
-1,27,DEPTHWISE_CONV_2D,1694
-1,28,CONV_2D,30526
-1,29,DEPTHWISE_CONV_2D,1699
-1,30,CONV_2D,30522
-1,31,MEAN,6392
-1,32,FULLY_CONNECTED,45
-1,33,CONV_2D,44648
-1,34,DEPTHWISE_CONV_2D,1728
-1,35,CONV_2D,30522
-1,36,DEPTHWISE_CONV_2D,1693
-1,37,CONV_2D,30521
-1,38,DEPTHWISE_CONV_2D,1694
-1,39,CONV_2D,30526
-1,40,DEPTHWISE_CONV_2D,1699
-1,41,CONV_2D,30521
-1,42,MEAN,6392
-1,43,FULLY_CONNECTED,45
-1,44,CONV_2D,44648
-1,45,DEPTHWISE_CONV_2D,1728
-1,46,CONV_2D,30522
-1,47,DEPTHWISE_CONV_2D,1693
-1,48,CONV_2D,30521
-1,49,DEPTHWISE_CONV_2D,1694
-1,50,CONV_2D,30526
-1,51,DEPTHWISE_CONV_2D,1700
-1,52,CONV_2D,30522
-1,53,MEAN,6392
-1,54,FULLY_CONNECTED,45
0,0,CONV_2D,44647
0,1,DEPTHWISE_CONV_2D,1727
0,2,CONV_2D,30521
0,3,DEPTHWISE_CONV_2D,1694
0,4,CONV_2D,30522
0,5,DEPTHWISE_CONV_2D,1693
0,6,CONV_2D,30527
0,7,DEPTHWISE_CONV_2D,1700
0,8,CONV_2D,30521
0,9,MEAN,6391
0,10,FULLY_CONNECTED,45
1,0,CONV_2D,44645
1,1,DEPTHWISE_CONV_2D,1723
1,2,CONV_2D,30522
1,3,DEPTHWISE_CONV_2D,1693
1,4,CONV_2D,30521
1,5,DEPTHWISE_CONV_2D,1694
1,6,CONV_2D,30526
1,7,DEPTHWISE_CONV_2D,1699
1,8,CONV_2D,30522
1,9,MEAN,6388
1,10,FULLY_CONNECTED,44
2,0,CONV_2D,44645
2,1,DEPTHWISE_CONV_2D,1723
2,2,CONV_2D,30522
2,3,DEPTHWISE_CONV_2D,1694
2,4,CONV_2D,30521
2,5,DEPTHWISE_CONV_2D,1693
2,6,CONV_2D,30526
2,7,DEPTHWISE_CONV_2D,1699
2,8,CONV_2D,30521
2,9,MEAN,6388
2,10,FULLY_CONNECTED,44
3,0,CONV_2D,44645
3,1,DEPTHWISE_CONV_2D,1723
3,2,CONV_2D,30521
3,3,DEPTHWISE_CONV_2D,1694
3,4,CONV_2D,30521
3,5,DEPTHWISE_CONV_2D,1693
3,6,CONV_2D,30526
3,7,DEPTHWISE_CONV_2D,1699
3,8,CONV_2D,30521
3,9,MEAN,6388
3,10,FULLY_CONNECTED,43
4,0,CONV_2D,44645
4,1,DEPTHWISE_CONV_2D,1723
4,2,CONV_2D,30522
4,3,DEPTHWISE_CONV_2D,1694
4,4,CONV_2D,30521
4,5,DEPTHWISE_CONV_2D,1694
4,6,CONV_2D,30526
4,7,DEPTHWISE_CONV_2D,1700
4,8,CONV_2D,30521
4,9,MEAN,6388
4,10,FULLY_CONNECTED,44
5,0,CONV_2D,44645
5,1,DEPTHWISE_CONV_2D,1723
5,2,CONV_2D,30521
5,3,DEPTHWISE_CONV_2D,1693
5,4,CONV_2D,30521
5,5,DEPTHWISE_CONV_2D,1693
5,6,CONV_2D,30526
5,7,DEPTHWISE_CONV_2D,1700
5,8,CONV_2D,30522
5,9,MEAN,6388
5,10,FULLY_CONNECTED,43
6,0,CONV_2D,44645
6,1,DEPTHWISE_CONV_2D,1724
6,2,CONV_2D,30521
6,3,DEPTHWISE_CONV_2D,1693
6,4,CONV_2D,30521
6,5,DEPTHWISE_CONV_2D,1693
6,6,CONV_2D,30526
6,7,DEPTHWISE_CONV_2D,1700
6,8,CONV_2D,30522
6,9,MEAN,6388
6,10,FULLY_CONNECTED,44
7,0,CONV_2D,44645
7,1,DEPTHWISE_CONV_2D,1723
7,2,CONV_2D,30521
7,3,DEPTHWISE_CONV_2D,1693
7,4,CONV_2D,30521
7,5,DEPTHWISE_CONV_2D,1694
7,6,CONV_2D,30526
7,7,DEPTHWISE_CONV_2D,1700
7,8,CONV_2D,30522
7,9,MEAN,6388
7,10,FULLY_CONNECTED,43
8,0,CONV_2D,44646
8,1,DEPTHWISE_CONV_2D,1723
8,2,CONV_2D,30521
8,3,DEPTHWISE_CONV_2D,1693
8,4,CONV_2D,30521
8,5,DEPTHWISE_CONV_2D,1693
8,6,CONV_2D,30526
8,7,DEPTHWISE_CONV_2D,1700
8,8,CONV_2D,30521
8,9,MEAN,6388
8,10,FULLY_CONNECTED,43
9,0,CONV_2D,44646
9,1,DEPTHWISE_CONV_2D,1724
9,2,CONV_2D,30521
9,3,DEPTHWISE_CONV_2D,1693
9,4,CONV_2D,30521
9,5,DEPTHWISE_CONV_2D,1693
9,6,CONV_2D,30526
9,7,DEPTHWISE_CONV_2D,1700
9,8,CONV_2D,30521
9,9,MEAN,6388
9,10,FULLY_CONNECTED,43
10,0,CONV_2D,44646
10,1,DEPTHWISE_CONV_2D,1724
10,2,CONV_2D,30521
10,3,DEPTHWISE_CONV_2D,1693
10,4,CONV_2D,30521
10,5,DEPTHWISE_CONV_2D,1693
10,6,CONV_2D,30526
10,7,DEPTHWISE_CONV_2D,1700
10,8,CONV_2D,30521
10,9,MEAN,6388
10,10,FULLY_CONNECTED,43
11,0,CONV_2D,44646
11,1,DEPTHWISE_CONV_2D,1723
