run_id,op_index,op_tag,ticks_us
-1,0,CONV_2D,15120
-1,1,DEPTHWISE_CONV_2D,937
-1,2,CONV_2D,4806
-1,3,DEPTHWISE_CONV_2D,721
-1,4,CONV_2D,4812
-1,5,DEPTHWISE_CONV_2D,721
-1,6,CONV_2D,4807
-1,7,MEAN,2218
-1,8,FULLY_CONNECTED,110
-1,9,CONV_2D,14900
-1,10,DEPTHWISE_CONV_2D,712
-1,11,CONV_2D,4794
-1,12,DEPTHWISE_CONV_2D,704
-1,13,CONV_2D,4783
-1,14,DEPTHWISE_CONV_2D,710
-1,15,CONV_2D,4790
-1,16,MEAN,2139
-1,17,FULLY_CONNECTED,22
-1,18,CONV_2D,14900
-1,19,DEPTHWISE_CONV_2D,711
-1,20,CONV_2D,4789
-1,21,DEPTHWISE_CONV_2D,704
-1,22,CONV_2D,4789
-1,23,DEPTHWISE_CONV_2D,711
-1,24,CONV_2D,4789
-1,25,MEAN,2134
-1,26,FULLY_CONNECTED,22
-1,27,CONV_2D,14905
-1,28,DEPTHWISE_CONV_2D,711
-1,29,CONV_2D,4789
-1,30,DEPTHWISE_CONV_2D,705
-1,31,CONV_2D,4790
-1,32,DEPTHWISE_CONV_2D,710
-1,33,CONV_2D,4784
-1,34,MEAN,2140
-1,35,FULLY_CONNECTED,23
-1,36,CONV_2D,14900
-1,37,DEPTHWISE_CONV_2D,717
-1,38,CONV_2D,4789
-1,39,DEPTHWISE_CONV_2D,704
-1,40,CONV_2D,4789
-1,41,DEPTHWISE_CONV_2D,705
-1,42,CONV_2D,4795
-1,43,MEAN,2133
-1,44,FULLY_CONNECTED,22
0,0,CONV_2D,14900
0,1,DEPTHWISE_CONV_2D,712
0,2,CONV_2D,4794
0,3,DEPTHWISE_CONV_2D,705
0,4,CONV_2D,4789
0,5,DEPTHWISE_CONV_2D,704
0,6,CONV_2D,4789
0,7,MEAN,2134
0,8,FULLY_CONNECTED,22
1,0,CONV_2D,14905
1,1,DEPTHWISE_CONV_2D,717
1,2,CONV_2D,4784
1,3,DEPTHWISE_CONV_2D,704
1,4,CONV_2D,4794
1,5,DEPTHWISE_CONV_2D,704
1,6,CONV_2D,4789
1,7,MEAN,2140
1,8,FULLY_CONNECTED,23
2,0,CONV_2D,14900
2,1,DEPTHWISE_CONV_2D,712
2,2,CONV_2D,4795
2,3,DEPTHWISE_CONV_2D,705
2,4,CONV_2D,4784
2,5,DEPTHWISE_CONV_2D,704
2,6,CONV_2D,4794
2,7,MEAN,2133
2,8,FULLY_CONNECTED,22
3,0,CONV_2D,14900
3,1,DEPTHWISE_CONV_2D,719
3,2,CONV_2D,4789
3,3,DEPTHWISE_CONV_2D,704
3,4,CONV_2D,4794
3,5,DEPTHWISE_CONV_2D,704
3,6,CONV_2D,4789
3,7,MEAN,2134
3,8,FULLY_CONNECTED,22
4,0,CONV_2D,14905
4,1,DEPTHWISE_CONV_2D,711
4,2,CONV_2D,4789
4,3,DEPTHWISE_CONV_2D,705
4,4,CONV_2D,4790
4,5,DEPTHWISE_CONV_2D,705
4,6,CONV_2D,4789
4,7,MEAN,2140
4,8,FULLY_CONNECTED,23
5,0,CONV_2D,14900
5,1,DEPTHWISE_CONV_2D,712
5,2,CONV_2D,4795
5,3,DEPTHWISE_CONV_2D,705
5,4,CONV_2D,4789
5,5,DEPTHWISE_CONV_2D,704
5,6,CONV_2D,4794
5,7,MEAN,2134
5,8,FULLY_CONNECTED,23
6,0,CONV_2D,14905
6,1,DEPTHWISE_CONV_2D,711
6,2,CONV_2D,4789
6,3,DEPTHWISE_CONV_2D,705
6,4,CONV_2D,4790
6,5,DEPTHWISE_CONV_2D,705
6,6,CONV_2D,4790
6,7,MEAN,2134
6,8,FULLY_CONNECTED,22
7,0,CONV_2D,14906
7,1,DEPTHWISE_CONV_2D,712
7,2,CONV_2D,4790
7,3,DEPTHWISE_CONV_2D,711
7,4,CONV_2D,4789
7,5,DEPTHWISE_CONV_2D,704
7,6,CONV_2D,4789
7,7,MEAN,2139
7,8,FULLY_CONNECTED,23
8,0,CONV_2D,14900
8,1,DEPTHWISE_CONV_2D,712
8,2,CONV_2D,4790
8,3,DEPTHWISE_CONV_2D,710
8,4,CONV_2D,4784
8,5,DEPTHWISE_CONV_2D,705
8,6,CONV_2D,4795
8,7,MEAN,2134
8,8,FULLY_CONNECTED,22
9,0,CONV_2D,14905
9,1,DEPTHWISE_CONV_2D,712
9,2,CONV_2D,4789
9,3,DEPTHWISE_CONV_2D,704
9,4,CONV_2D,4794
9,5,DEPTHWISE_CONV_2D,704
9,6,CONV_2D,4783
9,7,MEAN,2139
9,8,FULLY_CONNECTED,22
10,0,CONV_2D,14905
10,1,DEPTHWISE_CONV_2D,713
10,2,CONV_2D,4790
10,3,DEPTHWISE_CONV_2D,710
10,4,CONV_2D,4783
10,5,DEPTHWISE_CONV_2D,704
10,6,CONV_2D,4794
10,7,MEAN,2133
10,8,FULLY_CONNECTED,22
11,0,CONV_2D,14900
11,1,DEPTHWISE_CONV_2D,711
11,2,CONV_2D,4794
11,3,DEPTHWISE_CONV_2D,704
11,4,CONV_2D,4789
11,5,DEPTHWISE_CONV_2D,711
11,6,CONV_2D,4783
11,7,MEAN,2139
11,8,FULLY_CONNECTED,22
12,0,CONV_2D,14905
12,1,DEPTHWISE_CONV_2D,711
12,2,CONV_2D,4784
12,3,DEPTHWISE_CONV_2D,705
12,4,CONV_2D,4795
12,5,DEPTHWISE_CONV_2D,705
12,6,CONV_2D,4789
12,7,MEAN,2140
12,8,FULLY_CONNECTED,22
13,0,CONV_2D,14900
13,1,DEPTHWISE_CONV_2D,711
13,2,CONV_2D,4794
13,3,DEPTHWISE_CONV_2D,704
13,4,CONV_2D,4789
13,5,DEPTHWISE_CONV_2D,705
13,6,CONV_2D,4790
13,7,MEAN,2139
13,8,FULLY_CONNECTED,22
14,0,CONV_2D,14900
14,1,DEPTHWISE_CONV_2D,711
14,2,CONV_2D,4790
14,3,DEPTHWISE_CONV_2D,705
14,4,CONV_2D,4795
14,5,DEPTHWISE_CONV_2D,705
14,6,CONV_2D,4789
14,7,MEAN,2134
14,8,FULLY_CONNECTED,22
15,0,CONV_2D,14905
15,1,DEPTHWISE_CONV_2D,711
15,2,CONV_2D,4789
15,3,DEPTHWISE_CONV_2D,705
15,4,CONV_2D,4795
15,5,DEPTHWISE_CONV_2D,704
15,6,CONV_2D,4783
15,7,MEAN,2144
15,8,FULLY_CONNECTED,22
16,0,CONV_2D,14900
16,1,DEPTHWISE_CONV_2D,711
16,2,CONV_2D,4789
16,3,DEPTHWISE_CONV_2D,704
16,4,CONV_2D,4789
16,5,DEPTHWISE_CONV_2D,705
16,6,CONV_2D,4795
16,7,MEAN,2133
16,8,FULLY_CONNECTED,22
17,0,CONV_2D,14900
17,1,DEPTHWISE_CONV_2D,719
17,2,CONV_2D,4789
17,3,DEPTHWISE_CONV_2D,704
17,4,CONV_2D,4789
17,5,DEPTHWISE_CONV_2D,710
17,6,CONV_2D,4784
17,7,MEAN,2139
17,8,FULLY_CONNECTED,22
18,0,CONV_2D,14901
18,1,DEPTHWISE_CONV_2D,717
18,2,CONV_2D,4784
18,3,DEPTHWISE_CONV_2D,704
18,4,CONV_2D,4794
18,5,DEPTHWISE_CONV_2D,705
18,6,CONV_2D,4789
18,7,MEAN,2139
18,8,FULLY_CONNECTED,22
19,0,CONV_2D,14900
19,1,DEPTHWISE_CONV_2D,712
19,2,CONV_2D,4794
19,3,DEPTHWISE_CONV_2D,704
19,4,CONV_2D,4784
19,5,DEPTHWISE_CONV_2D,710
19,6,CONV_2D,4789
19,7,MEAN,2134
19,8,FULLY_CONNECTED,22
20,0,CONV_2D,14905
20,1,DEPTHWISE_CONV_2D,718
20,2,CONV_2D,4784
20,3,DEPTHWISE_CONV_2D,704
20,4,CONV_2D,4794
20,5,DEPTHWISE_CONV_2D,704
20,6,CONV_2D,4789
20,7,MEAN,2134
20,8,FULLY_CONNECTED,22
21,0,CONV_2D,14905
21,1,DEPTHWISE_CONV_2D,711
21,2,CONV_2D,4789
21,3,DEPTHWISE_CONV_2D,711
21,4,CONV_2D,4783
21,5,DEPTHWISE_CONV_2D,704
21,6,CONV_2D,4794
21,7,MEAN,2133
21,8,FULLY_CONNECTED,22
22,0,CONV_2D,14900
22,1,DEPTHWISE_CONV_2D,712
22,2,CONV_2D,4794
22,3,DEPTHWISE_CONV_2D,704
22,4,CONV_2D,4789
22,5,DEPTHWISE_CONV_2D,705
22,6,CONV_2D,4795
22,7,MEAN,2134
22,8,FULLY_CONNECTED,22
23,0,CONV_2D,14906
23,1,DEPTHWISE_CONV_2D,712
23,2,CONV_2D,4790
23,3,DEPTHWISE_CONV_2D,704
23,4,CONV_2D,4790
23,5,DEPTHWISE_CONV_2D,705
23,6,CONV_2D,4789
23,7,MEAN,2134
23,8,FULLY_CONNECTED,22
24,0,CONV_2D,14905
24,1,DEPTHWISE_CONV_2D,712
24,2,CONV_2D,4794
24,3,DEPTHWISE_CONV_2D,704
24,4,CONV_2D,4789
24,5,DEPTHWISE_CONV_2D,705
24,6,CONV_2D,4795
24,7,MEAN,2134
24,8,FULLY_CONNECTED,22
25,0,CONV_2D,14900
25,1,DEPTHWISE_CONV_2D,712
25,2,CONV_2D,4795
25,3,DEPTHWISE_CONV_2D,705
25,4,CONV_2D,4784
25,5,DEPTHWISE_CONV_2D,711
25,6,CONV_2D,4789
25,7,MEAN,2135
25,8,FULLY_CONNECTED,22
26,0,CONV_2D,14906
26,1,DEPTHWISE_CONV_2D,712
26,2,CONV_2D,4789
26,3,DEPTHWISE_CONV_2D,704
26,4,CONV_2D,4794
26,5,DEPTHWISE_CONV_2D,704
26,6,CONV_2D,4789
26,7,MEAN,2140
26,8,FULLY_CONNECTED,22
27,0,CONV_2D,14900
27,1,DEPTHWISE_CONV_2D,712
27,2,CONV_2D,4795
27,3,DEPTHWISE_CONV_2D,704
27,4,CONV_2D,4784
27,5,DEPTHWISE_CONV_2D,704
27,6,CONV_2D,4794
27,7,MEAN,2134
27,8,FULLY_CONNECTED,22
28,0,CONV_2D,14900
28,1,DEPTHWISE_CONV_2D,711
28,2,CONV_2D,4794
28,3,DEPTHWISE_CONV_2D,705
28,4,CONV_2D,4794
28,5,DEPTHWISE_CONV_2D,704
28,6,CONV_2D,4784
28,7,MEAN,2139
28,8,FULLY_CONNECTED,23
29,0,CONV_2D,14905
29,1,DEPTHWISE_CONV_2D,711
29,2,CONV_2D,4784
29,3,DEPTHWISE_CONV_2D,710
29,4,CONV_2D,4789
29,5,DEPTHWISE_CONV_2D,704
29,6,CONV_2D,4789
29,7,MEAN,2140
29,8,FULLY_CONNECTED,22
30,0,CONV_2D,14900
30,1,DEPTHWISE_CONV_2D,712
30,2,CONV_2D,4795
30,3,DEPTHWISE_CONV_2D,705
30,4,CONV_2D,4790
30,5,DEPTHWISE_CONV_2D,705
30,6,CONV_2D,4790
30,7,MEAN,2139
30,8,FULLY_CONNECTED,22
31,0,CONV_2D,14900
31,1,DEPTHWISE_CONV_2D,719
31,2,CONV_2D,4784
31,3,DEPTHWISE_CONV_2D,711
31,4,CONV_2D,4790
31,5,DEPTHWISE_CONV_2D,705
31,6,CONV_2D,4789
31,7,MEAN,2133
31,8,FULLY_CONNECTED,22
32,0,CONV_2D,14905
32,1,DEPTHWISE_CONV_2D,711
32,2,CONV_2D,4789
32,3,DEPTHWISE_CONV_2D,704
32,4,CONV_2D,4794
32,5,DEPTHWISE_CONV_2D,705
32,6,CONV_2D,4784
32,7,MEAN,2145
32,8,FULLY_CONNECTED,22
33,0,CONV_2D,14900
33,1,DEPTHWISE_CONV_2D,712
33,2,CONV_2D,4790
33,3,DEPTHWISE_CONV_2D,705
33,4,CONV_2D,4789
33,5,DEPTHWISE_CONV_2D,704
33,6,CONV_2D,4795
33,7,MEAN,2134
33,8,FULLY_CONNECTED,23
34,0,CONV_2D,14905
34,1,DEPTHWISE_CONV_2D,711
34,2,CONV_2D,4789
34,3,DEPTHWISE_CONV_2D,705
34,4,CONV_2D,4795
34,5,DEPTHWISE_CONV_2D,705
34,6,CONV_2D,4784
34,7,MEAN,2140
34,8,FULLY_CONNECTED,22
35,0,CONV_2D,14906
35,1,DEPTHWISE_CONV_2D,712
35,2,CONV_2D,4784
35,3,DEPTHWISE_CONV_2D,712
35,4,CONV_2D,4789
35,5,DEPTHWISE_CONV_2D,705
35,6,CONV_2D,4795
35,7,MEAN,2133
35,8,FULLY_CONNECTED,22
36,0,CONV_2D,14900
36,1,DEPTHWISE_CONV_2D,712
36,2,CONV_2D,4795
36,3,DEPTHWISE_CONV_2D,704
36,4,CONV_2D,4789
36,5,DEPTHWISE_CONV_2D,705
36,6,CONV_2D,4790
36,7,MEAN,2140
36,8,FULLY_CONNECTED,22
37,0,CONV_2D,14906
37,1,DEPTHWISE_CONV_2D,712
37,2,CONV_2D,4784
37,3,DEPTHWISE_CONV_2D,704
37,4,CONV_2D,4794
37,5,DEPTHWISE_CONV_2D,704
37,6,CONV_2D,4789
37,7,MEAN,2134
37,8,FULLY_CONNECTED,23
38,0,CONV_2D,14905
38,1,DEPTHWISE_CONV_2D,712
38,2,CONV_2D,4794
38,3,DEPTHWISE_CONV_2D,704
38,4,CONV_2D,4783
38,5,DEPTHWISE_CONV_2D,710
38,6,CONV_2D,4790
38,7,MEAN,2133
38,8,FULLY_CONNECTED,22
39,0,CONV_2D,14895
39,1,DEPTHWISE_CONV_2D,717
39,2,CONV_2D,4789
39,3,DEPTHWISE_CONV_2D,704
39,4,CONV_2D,4789
39,5,DEPTHWISE_CONV_2D,711
39,6,CONV_2D,4789
39,7,MEAN,2134
39,8,FULLY_CONNECTED,22
40,0,CONV_2D,14905
40,1,DEPTHWISE_CONV_2D,711
40,2,CONV_2D,4789
40,3,DEPTHWISE_CONV_2D,704
40,4,CONV_2D,4790
40,5,DEPTHWISE_CONV_2D,710
40,6,CONV_2D,4784
40,7,MEAN,2140
40,8,FULLY_CONNECTED,22
41,0,CONV_2D,14900
41,1,DEPTHWISE_CONV_2D,718
41,2,CONV_2D,4790
41,3,DEPTHWISE_CONV_2D,705
41,4,CONV_2D,4789
41,5,DEPTHWISE_CONV_2D,704
41,6,CONV_2D,4795
41,7,MEAN,2134
41,8,FULLY_CONNECTED,22
42,0,CONV_2D,14900
42,1,DEPTHWISE_CONV_2D,711
42,2,CONV_2D,4795
42,3,DEPTHWISE_CONV_2D,705
42,4,CONV_2D,4790
42,5,DEPTHWISE_CONV_2D,705
42,6,CONV_2D,4789
42,7,MEAN,2134
42,8,FULLY_CONNECTED,22
43,0,CONV_2D,14905
43,1,DEPTHWISE_CONV_2D,711
43,2,CONV_2D,4789
43,3,DEPTHWISE_CONV_2D,705
43,4,CONV_2D,4795
43,5,DEPTHWISE_CONV_2D,704
43,6,CONV_2D,4789
43,7,MEAN,2140
43,8,FULLY_CONNECTED,22
44,0,CONV_2D,14901
44,1,DEPTHWISE_CONV_2D,712
44,2,CONV_2D,4795
44,3,DEPTHWISE_CONV_2D,705
44,4,CONV_2D,4784
44,5,DEPTHWISE_CONV_2D,705
44,6,CONV_2D,4795
44,7,MEAN,2133
44,8,FULLY_CONNECTED,22
45,0,CONV_2D,14900
45,1,DEPTHWISE_CONV_2D,718
45,2,CONV_2D,4789
45,3,DEPTHWISE_CONV_2D,705
45,4,CONV_2D,4795
45,5,DEPTHWISE_CONV_2D,704
45,6,CONV_2D,4790
45,7,MEAN,2134
45,8,FULLY_CONNECTED,22
46,0,CONV_2D,14906
46,1,DEPTHWISE_CONV_2D,712
46,2,CONV_2D,4789
46,3,DEPTHWISE_CONV_2D,704
46,4,CONV_2D,4790
46,5,DEPTHWISE_CONV_2D,705
46,6,CONV_2D,4789
46,7,MEAN,2140
46,8,FULLY_CONNECTED,22
47,0,CONV_2D,14900
47,1,DEPTHWISE_CONV_2D,711
47,2,CONV_2D,4795
47,3,DEPTHWISE_CONV_2D,705
47,4,CONV_2D,4789
47,5,DEPTHWISE_CONV_2D,705
47,6,CONV_2D,4790
47,7,MEAN,2139
47,8,FULLY_CONNECTED,23
48,0,CONV_2D,14905
48,1,DEPTHWISE_CONV_2D,711
48,2,CONV_2D,4789
48,3,DEPTHWISE_CONV_2D,705
48,4,CONV_2D,4790
48,5,DEPTHWISE_CONV_2D,704
48,6,CONV_2D,4788
48,7,MEAN,2134
48,8,FULLY_CONNECTED,22
49,0,CONV_2D,14906
49,1,DEPTHWISE_CONV_2D,712
49,2,CONV_2D,4790
49,3,DEPTHWISE_CONV_2D,711
49,4,CONV_2D,4789
49,5,DEPTHWISE_CONV_2D,704
49,6,CONV_2D,4789
49,7,MEAN,2139
49,8,FULLY_CONNECTED,23
50,0,CONV_2D,14900
50,1,DEPTHWISE_CONV_2D,712
50,2,CONV_2D,4790
50,3,DEPTHWISE_CONV_2D,710
50,4,CONV_2D,4784
50,5,DEPTHWISE_CONV_2D,705
50,6,CONV_2D,4795
50,7,MEAN,2134
50,8,FULLY_CONNECTED,22
51,0,CONV_2D,14905
51,1,DEPTHWISE_CONV_2D,711
51,2,CONV_2D,4789
51,3,DEPTHWISE_CONV_2D,705
51,4,CONV_2D,4795
51,5,DEPTHWISE_CONV_2D,704
51,6,CONV_2D,4783
51,7,MEAN,2139
51,8,FULLY_CONNECTED,22
52,0,CONV_2D,14906
52,1,DEPTHWISE_CONV_2D,713
52,2,CONV_2D,4790
52,3,DEPTHWISE_CONV_2D,710
52,4,CONV_2D,4784
52,5,DEPTHWISE_CONV_2D,705
52,6,CONV_2D,4795
52,7,MEAN,2134
52,8,FULLY_CONNECTED,22
53,0,CONV_2D,14900
53,1,DEPTHWISE_CONV_2D,711
53,2,CONV_2D,4795
53,3,DEPTHWISE_CONV_2D,705
53,4,CONV_2D,4789
53,5,DEPTHWISE_CONV_2D,711
53,6,CONV_2D,4783
53,7,MEAN,2139
53,8,FULLY_CONNECTED,22
54,0,CONV_2D,14905
54,1,DEPTHWISE_CONV_2D,712
54,2,CONV_2D,4784
54,3,DEPTHWISE_CONV_2D,705
54,4,CONV_2D,4795
54,5,DEPTHWISE_CONV_2D,705
54,6,CONV_2D,4789
54,7,MEAN,2140
54,8,FULLY_CONNECTED,22
